,labels,id,label_text_pred,label_text_pred_probability,label_pred
1399,0,1.3817108738913772e+18,LABEL_0,1.0,0
430,0,1.4218391172022067e+18,LABEL_0,0.99,0
449,1,1.2967282075767726e+18,LABEL_0,0.97,0
1017,0,1.344531875247911e+18,LABEL_0,0.99,0
756,0,1.237386308152e+18,LABEL_0,0.98,0
1398,0,1.44366037967505e+18,LABEL_0,0.98,0
2629,0,1.3044471489568154e+18,LABEL_0,0.99,0
2328,0,1.3365749163726807e+18,LABEL_0,0.93,0
3209,1,1.4810514520051016e+18,LABEL_0,0.92,0
433,0,1.2517096290018714e+18,LABEL_0,1.0,0
3313,0,1.403403164863193e+18,LABEL_0,0.79,0
371,0,1.315281471196799e+18,LABEL_0,1.0,0
3227,0,1.3207816117477294e+18,LABEL_0,0.98,0
2031,0,1.3916703702693847e+18,LABEL_0,0.94,0
538,0,1.3492621539965256e+18,LABEL_0,0.98,0
188,0,1.4173818645668946e+18,LABEL_0,0.71,0
1556,0,1.282060698990846e+18,LABEL_0,0.99,0
1462,1,1.4684616170630185e+18,LABEL_0,0.93,0
1588,0,1.4743005089156178e+18,LABEL_1,0.88,1
1006,0,1.3579962845657375e+18,LABEL_1,0.96,1
1356,0,1.4334203652129628e+18,LABEL_0,0.95,0
1538,0,1.4330703371771044e+18,LABEL_0,0.98,0
1885,0,1.300753574524326e+18,LABEL_0,0.99,0
1728,0,1.3151712425515295e+18,LABEL_0,1.0,0
1985,1,1.4523010866860687e+18,LABEL_1,0.68,1
605,0,1.3755339857287127e+18,LABEL_1,0.67,1
2108,0,1.278616646018642e+18,LABEL_0,1.0,0
324,0,1.319909380389806e+18,LABEL_0,1.0,0
2984,0,1.3112308298389545e+18,LABEL_0,0.95,0
794,0,1.465344527003263e+18,LABEL_0,0.99,0
246,0,1.3672228396113756e+18,LABEL_1,0.76,1
58,1,1.359899912142545e+18,LABEL_1,0.94,1
907,0,1.24724351437679e+18,LABEL_0,0.99,0
2330,0,1.4325963910717153e+18,LABEL_0,0.98,0
1334,1,1.4701000200914043e+18,LABEL_0,0.74,0
411,0,1.368650851712131e+18,LABEL_0,0.97,0
621,0,1.3528947298606244e+18,LABEL_0,0.96,0
721,0,1.2642299158488556e+18,LABEL_0,0.85,0
2937,0,1.3367458184020214e+18,LABEL_0,0.96,0
2323,0,1.3149185444008878e+18,LABEL_0,1.0,0
1480,0,1.437166279861887e+18,LABEL_0,0.61,0
2053,0,1.3508210978438636e+18,LABEL_0,0.64,0
2097,0,1.235065069505065e+18,LABEL_0,0.95,0
2851,0,1.374024644022395e+18,LABEL_0,0.85,0
3340,0,1.447598780853932e+18,LABEL_0,0.94,0
1289,0,1.241265768391676e+18,LABEL_0,1.0,0
1330,0,1.2688068955628216e+18,LABEL_0,0.9,0
485,1,1.409567114730541e+18,LABEL_0,0.78,0
1871,0,1.2710677673289073e+18,LABEL_0,1.0,0
818,0,1.2431255414750986e+18,LABEL_0,1.0,0
1954,0,1.245375742680195e+18,LABEL_0,0.99,0
2810,0,1.2409732666735985e+18,LABEL_0,0.99,0
1036,0,1.3120933254621716e+18,LABEL_0,0.94,0
3131,0,1.349246314844975e+18,LABEL_0,1.0,0
1322,0,1.2647983586459894e+18,LABEL_0,0.99,0
2459,0,1.474774166935122e+18,LABEL_0,0.99,0
1777,0,1.4733853065441198e+18,LABEL_0,0.98,0
871,0,1.359870286267564e+18,LABEL_0,0.97,0
838,0,1.335588467758289e+18,LABEL_0,0.94,0
3164,1,1.3728187270293135e+18,LABEL_1,0.98,1
1432,0,1.2445604238919762e+18,LABEL_0,0.96,0
1022,0,1.375010964958032e+18,LABEL_0,0.98,0
296,0,1.242162205673558e+18,LABEL_0,0.97,0
1754,0,1.3148319419260887e+18,LABEL_0,1.0,0
507,1,1.3312756527802245e+18,LABEL_0,0.99,0
2348,1,1.467598942137426e+18,LABEL_1,0.98,1
2614,0,1.4652566510957486e+18,LABEL_0,0.72,0
1490,0,1.3152109643006853e+18,LABEL_0,1.0,0
2998,0,1.279677416336773e+18,LABEL_0,0.99,0
3199,0,1.2970799267855483e+18,LABEL_0,1.0,0
905,0,1.4117284574493696e+18,LABEL_0,0.91,0
3274,0,1.266311486407934e+18,LABEL_0,0.96,0
1253,0,1.3255066064324813e+18,LABEL_0,0.93,0
742,0,1.3433123777528054e+18,LABEL_0,0.93,0
3360,0,1.3112450798902725e+18,LABEL_0,0.99,0
812,0,1.316401441590915e+18,LABEL_0,0.98,0
670,0,1.2463454691371704e+18,LABEL_0,0.97,0
1535,1,1.4747446098215813e+18,LABEL_0,0.73,0
2533,0,1.4243523072029614e+18,LABEL_1,0.98,1
25,1,1.2674759928069284e+18,LABEL_0,0.99,0
2353,1,1.3584241481130598e+18,LABEL_1,0.94,1
746,0,1.3323124046597243e+18,LABEL_0,0.99,0
1084,0,1.3211666377819464e+18,LABEL_0,0.98,0
1094,0,1.4436321047142113e+18,LABEL_0,0.98,0
2009,0,1.3065862260575928e+18,LABEL_0,0.99,0
1644,0,1.2446342328839946e+18,LABEL_0,0.97,0
67,1,1.3420152384477798e+18,LABEL_1,0.95,1
1593,0,1.2536256818016092e+18,LABEL_0,0.99,0
2905,0,1.3313291611311227e+18,LABEL_0,0.97,0
1532,0,1.2592561029753528e+18,LABEL_0,0.98,0
2468,0,1.2490835034903265e+18,LABEL_0,0.96,0
2020,0,1.309441871287124e+18,LABEL_1,0.98,1
31,0,1.4170237920864625e+18,LABEL_0,0.99,0
1089,1,1.3514777175107953e+18,LABEL_1,0.51,1
2465,0,1.344981487117103e+18,LABEL_0,0.98,0
3150,0,1.3037630293147525e+18,LABEL_0,0.99,0
343,0,1.4256990920390287e+18,LABEL_0,0.99,0
1391,1,1.2764179883846984e+18,LABEL_1,0.68,1
1235,1,1.236975121518203e+18,LABEL_0,0.98,0
2789,1,1.374314910100906e+18,LABEL_1,0.98,1
2129,1,1.2411565904111452e+18,LABEL_0,0.82,0
3201,0,1.3498827577118843e+18,LABEL_0,1.0,0
2337,0,1.286712026023297e+18,LABEL_0,0.98,0
1973,1,1.4395721568961413e+18,LABEL_1,0.94,1
2357,0,1.3218846197556593e+18,LABEL_0,0.99,0
2196,0,1.3177612803846185e+18,LABEL_0,0.99,0
2014,1,1.4854864354991882e+18,LABEL_1,0.85,1
2015,0,1.422174772935418e+18,LABEL_0,0.85,0
1872,0,1.3184774131233178e+18,LABEL_0,0.94,0
1978,1,1.2999614750213652e+18,LABEL_1,0.6,1
528,0,1.267436592823767e+18,LABEL_1,0.86,1
176,0,1.3797029114255196e+18,LABEL_0,0.98,0
422,0,1.285685872466305e+18,LABEL_0,1.0,0
945,1,1.390282146393338e+18,LABEL_0,0.85,0
1483,0,1.2546419489730437e+18,LABEL_0,0.5,0
1171,0,1.3189911267921633e+18,LABEL_0,0.99,0
1952,0,1.4298754320825797e+18,LABEL_0,0.74,0
3188,0,1.2450441319965e+18,LABEL_0,1.0,0
1883,0,1.3791161023876628e+18,LABEL_0,0.89,0
288,1,1.3529588959296348e+18,LABEL_1,0.97,1
3094,1,1.3474848991676293e+18,LABEL_1,0.84,1
2404,1,1.450107434857554e+18,LABEL_1,0.85,1
177,0,1.3573884282671104e+18,LABEL_0,0.78,0
691,0,1.3829875753805455e+18,LABEL_0,0.99,0
985,0,1.351473519616471e+18,LABEL_0,0.98,0
2856,1,1.430124347738534e+18,LABEL_1,0.68,1
1533,0,1.311912879583568e+18,LABEL_1,0.77,1
370,0,1.2732994923522458e+18,LABEL_1,0.76,1
1586,0,1.31053849418863e+18,LABEL_0,0.99,0
598,0,1.3438371680373473e+18,LABEL_0,1.0,0
2414,0,1.314987220047143e+18,LABEL_0,1.0,0
867,0,1.3134444477289472e+18,LABEL_0,1.0,0
1831,0,1.2442939679670272e+18,LABEL_0,0.99,0
3233,0,1.3427558000124846e+18,LABEL_0,0.99,0
2669,0,1.2826903406847304e+18,LABEL_0,0.99,0
1450,0,1.4068630909483786e+18,LABEL_0,0.99,0
2736,1,1.2604785944276173e+18,LABEL_0,0.99,0
141,1,1.336286893856727e+18,LABEL_1,0.85,1
2991,0,1.3331780134884598e+18,LABEL_1,0.94,1
3249,0,1.2742885512581775e+18,LABEL_0,0.99,0
1691,0,1.395287794327724e+18,LABEL_0,0.99,0
471,0,1.3156705030221128e+18,LABEL_0,1.0,0
1957,0,1.362858053809414e+18,LABEL_0,0.51,0
2968,0,1.3748164833862287e+18,LABEL_0,0.99,0
2003,0,1.296694512283267e+18,LABEL_0,0.99,0
1956,0,1.2454115175012475e+18,LABEL_1,0.67,1
2494,0,1.3464275205986304e+18,LABEL_0,0.81,0
195,0,1.4529497674876232e+18,LABEL_0,0.98,0
532,0,1.2937662474406216e+18,LABEL_0,0.99,0
1213,1,1.4646046830168517e+18,LABEL_0,0.98,0
2077,0,1.2952959707087258e+18,LABEL_0,1.0,0
2153,0,1.316664186072707e+18,LABEL_0,0.98,0
1226,0,1.3235805247960392e+18,LABEL_0,0.99,0
1103,0,1.452895191598252e+18,LABEL_0,0.65,0
555,0,1.3319168075952333e+18,LABEL_0,0.71,0
3035,0,1.3135275423730647e+18,LABEL_0,1.0,0
2576,0,1.4584064023266836e+18,LABEL_0,0.97,0
642,0,1.3022043117500375e+18,LABEL_0,1.0,0
929,0,1.3860608493921034e+18,LABEL_0,0.92,0
678,0,1.337289255924732e+18,LABEL_0,1.0,0
631,0,1.3218783551474117e+18,LABEL_0,1.0,0
1468,0,1.2550790038887916e+18,LABEL_0,0.99,0
3057,0,1.3366392078471864e+18,LABEL_0,0.98,0
162,0,1.3034195531044332e+18,LABEL_0,0.96,0
2229,1,1.3139030204182323e+18,LABEL_0,0.69,0
2349,1,1.471809081929347e+18,LABEL_1,0.5,1
3394,0,1.2530422913144914e+18,LABEL_0,0.99,0
1992,0,1.262476599745798e+18,LABEL_0,0.98,0
2686,0,1.314995540275454e+18,LABEL_0,1.0,0
547,0,1.4848107881289236e+18,LABEL_0,0.99,0
2807,0,1.2474470286967808e+18,LABEL_0,0.95,0
2540,1,1.3138653746482012e+18,LABEL_0,1.0,0
568,0,1.2895900895055585e+18,LABEL_0,0.96,0
2793,0,1.2743412816831242e+18,LABEL_0,0.99,0
3076,0,1.4840693559692042e+18,LABEL_0,0.99,0
2210,0,1.356940375907271e+18,LABEL_0,0.95,0
611,1,1.382285558521733e+18,LABEL_0,0.98,0
2102,1,1.471022752261886e+18,LABEL_1,0.56,1
3118,0,1.369191763542487e+18,LABEL_0,0.99,0
2756,0,1.3829742459160535e+18,LABEL_1,0.6,1
2763,1,1.3475549783622328e+18,LABEL_1,0.82,1
3198,0,1.3149289206267044e+18,LABEL_0,0.97,0
679,0,1.3173623595524096e+18,LABEL_0,0.98,0
581,0,1.414998769897255e+18,LABEL_0,0.62,0
1830,0,1.4846665309987635e+18,LABEL_0,0.95,0
785,1,1.4657448450923684e+18,LABEL_0,0.63,0
73,0,1.2414073752250778e+18,LABEL_0,1.0,0
48,0,1.2402677123094815e+18,LABEL_0,1.0,0
1689,0,1.3029372733826908e+18,LABEL_0,1.0,0
1444,0,1.3166058000314327e+18,LABEL_0,1.0,0
1720,0,1.248912518237639e+18,LABEL_0,0.98,0
3034,1,1.2891223355350958e+18,LABEL_1,0.55,1
2668,0,1.2952204628223263e+18,LABEL_0,1.0,0
2957,0,1.2659992602915635e+18,LABEL_0,0.93,0
802,0,1.271065143728902e+18,LABEL_0,1.0,0
1320,0,1.379428462960636e+18,LABEL_0,0.97,0
2943,1,1.3548529732901274e+18,LABEL_1,0.97,1
1808,1,1.4703462796581683e+18,LABEL_1,0.94,1
2894,1,1.421509444039553e+18,LABEL_0,0.85,0
1558,0,1.2540072859925586e+18,LABEL_0,1.0,0
572,0,1.3800908253680271e+18,LABEL_1,0.55,1
2438,0,1.3373164299772357e+18,LABEL_0,0.92,0
3292,0,1.2526247991190897e+18,LABEL_0,0.95,0
1055,0,1.3174803698395505e+18,LABEL_0,0.85,0
765,0,1.34021736144665e+18,LABEL_0,0.99,0
2073,1,1.353474352340218e+18,LABEL_1,0.51,1
2164,0,1.284447058955514e+18,LABEL_0,0.98,0
3236,1,1.3172502379337564e+18,LABEL_1,0.95,1
2384,0,1.4547405834031718e+18,LABEL_1,0.74,1
1746,0,1.2436182879189524e+18,LABEL_1,0.94,1
927,0,1.3109772218305536e+18,LABEL_0,1.0,0
2083,0,1.3222723185890304e+18,LABEL_0,1.0,0
3137,0,1.4731681196192727e+18,LABEL_0,0.99,0
259,0,1.346096061602e+18,LABEL_0,1.0,0
2441,0,1.240239191725871e+18,LABEL_0,1.0,0
1641,0,1.4837452592722166e+18,LABEL_0,0.99,0
3069,1,1.4708311480792392e+18,LABEL_1,0.88,1
2453,1,1.386964111766983e+18,LABEL_1,0.98,1
2471,0,1.3823516649176635e+18,LABEL_0,0.94,0
2642,0,1.3011904085973197e+18,LABEL_0,0.99,0
807,0,1.3284199133090202e+18,LABEL_0,0.89,0
3088,1,1.316060449713148e+18,LABEL_0,0.67,0
1234,0,1.4653191027556147e+18,LABEL_0,0.87,0
1134,1,1.4552978767965798e+18,LABEL_0,0.56,0
3121,0,1.4377662914655846e+18,LABEL_0,0.6,0
3252,1,1.4125363641643336e+18,LABEL_1,0.54,1
3221,0,1.337388015606526e+18,LABEL_0,1.0,0
1623,0,1.4773879781713715e+18,LABEL_0,1.0,0
1563,1,1.477726796762202e+18,LABEL_0,0.97,0
2002,0,1.246030951555248e+18,LABEL_0,0.99,0
969,0,1.2894367032964915e+18,LABEL_0,0.99,0
1366,0,1.2456725743628247e+18,LABEL_0,0.99,0
2443,0,1.4598583739277394e+18,LABEL_0,0.96,0
764,0,1.42611041033225e+18,LABEL_0,0.98,0
2588,1,1.3425733206345564e+18,LABEL_1,0.73,1
3051,1,1.3514823020990382e+18,LABEL_0,0.87,0
108,0,1.2407611784496824e+18,LABEL_0,0.75,0
2593,0,1.2481897365288182e+18,LABEL_0,0.57,0
1748,1,1.4824313422646067e+18,LABEL_1,0.98,1
2547,0,1.3202754562817925e+18,LABEL_0,0.86,0
318,0,1.4432459944900895e+18,LABEL_1,0.85,1
59,0,1.3909529386218373e+18,LABEL_0,0.92,0
736,1,1.2786203012622336e+18,LABEL_0,0.96,0
1270,0,1.455652290749141e+18,LABEL_0,0.98,0
1003,0,1.24600533861845e+18,LABEL_0,0.99,0
1161,0,1.315720745012654e+18,LABEL_0,0.99,0
3312,0,1.2779006954091684e+18,LABEL_0,0.97,0
2268,0,1.336994167323562e+18,LABEL_0,0.99,0
2244,0,1.3530687595991163e+18,LABEL_0,0.94,0
1159,0,1.462916690447e+18,LABEL_0,1.0,0
1565,1,1.3692254512946217e+18,LABEL_0,0.53,0
3391,0,1.3168246170010665e+18,LABEL_0,1.0,0
1052,0,1.3250411874939945e+18,LABEL_0,0.65,0
1501,0,1.3381208218066084e+18,LABEL_0,0.59,0
220,0,1.433757936942211e+18,LABEL_0,0.99,0
1536,0,1.2456798471391685e+18,LABEL_0,0.99,0
582,0,1.3221735466558464e+18,LABEL_0,0.99,0
1926,1,1.385117434160558e+18,LABEL_1,0.98,1
2412,0,1.261322750037242e+18,LABEL_0,1.0,0
1350,0,1.291983681511469e+18,LABEL_0,1.0,0
56,0,1.314596887006249e+18,LABEL_0,1.0,0
187,0,1.343951233091072e+18,LABEL_0,0.99,0
1896,0,1.438888491320889e+18,LABEL_0,1.0,0
2295,0,1.46451060117513e+18,LABEL_0,0.86,0
776,0,1.3164200062431764e+18,LABEL_0,1.0,0
468,0,1.331129998258942e+18,LABEL_0,0.99,0
2117,0,1.296842205731201e+18,LABEL_0,1.0,0
1001,0,1.3196706118750822e+18,LABEL_0,0.87,0
535,0,1.2765971611495834e+18,LABEL_0,0.98,0
755,0,1.2570336189642998e+18,LABEL_1,0.84,1
1132,1,1.256991009751384e+18,LABEL_1,0.93,1
1370,0,1.2856433271326433e+18,LABEL_0,0.98,0
3214,0,1.2905197016475034e+18,LABEL_0,0.99,0
2383,0,1.4791165814016082e+18,LABEL_0,0.99,0
2580,1,1.281839508766503e+18,LABEL_0,0.91,0
3351,0,1.2461444161437696e+18,LABEL_0,0.74,0
932,1,1.3931166444326543e+18,LABEL_1,0.61,1
69,0,1.339926693662892e+18,LABEL_0,1.0,0
734,0,1.3660463539656704e+18,LABEL_0,0.98,0
3087,0,1.337461011285209e+18,LABEL_0,0.99,0
2978,1,1.4563021454609203e+18,LABEL_0,0.97,0
2022,0,1.3359257483146117e+18,LABEL_0,1.0,0
436,0,1.3892871479754138e+18,LABEL_0,1.0,0
2285,0,1.3373087820246508e+18,LABEL_0,1.0,0
2396,1,1.4380506316762194e+18,LABEL_1,0.86,1
1491,0,1.297630959265882e+18,LABEL_0,0.96,0
208,1,1.3382607954367652e+18,LABEL_0,0.93,0
1117,0,1.321120781384954e+18,LABEL_0,0.99,0
565,1,1.306570269683843e+18,LABEL_1,0.96,1
313,1,1.4421420352054436e+18,LABEL_1,0.6,1
601,0,1.325810030294274e+18,LABEL_0,0.99,0
233,1,1.2555549575431782e+18,LABEL_0,0.86,0
831,0,1.4613027621012193e+18,LABEL_0,0.99,0
2752,0,1.4612771408261734e+18,LABEL_0,0.99,0
2194,0,1.3785592108546048e+18,LABEL_0,0.99,0
12,0,1.2369750586204283e+18,LABEL_0,1.0,0
111,0,1.337382664882561e+18,LABEL_0,1.0,0
2483,0,1.4573345937286922e+18,LABEL_1,0.59,1
1788,0,1.2952410423719813e+18,LABEL_0,1.0,0
3328,0,1.2655447263647662e+18,LABEL_0,1.0,0
840,1,1.3522558876922962e+18,LABEL_0,0.96,0
1431,1,1.258121067039687e+18,LABEL_0,0.99,0
978,1,1.29419769932825e+18,LABEL_1,0.68,1
472,0,1.2659459150738186e+18,LABEL_0,1.0,0
921,0,1.3170738181464924e+18,LABEL_0,1.0,0
2273,0,1.3103142907973345e+18,LABEL_0,0.97,0
940,0,1.4413427985196687e+18,LABEL_0,0.55,0
3083,0,1.3417362384752968e+18,LABEL_0,1.0,0
2770,0,1.399080013996118e+18,LABEL_0,0.97,0
1222,0,1.4804797448482816e+18,LABEL_0,0.98,0
2462,0,1.4529949937365893e+18,LABEL_0,1.0,0
1844,0,1.4319500212940186e+18,LABEL_0,1.0,0
2654,0,1.4619549195319624e+18,LABEL_0,0.99,0
655,0,1.2509156298650214e+18,LABEL_0,1.0,0
1964,0,1.2425699450258227e+18,LABEL_0,1.0,0
361,1,1.4237563039822848e+18,LABEL_1,0.68,1
135,1,1.36749232854238e+18,LABEL_0,0.98,0
2949,0,1.3215070453513462e+18,LABEL_0,0.99,0
2463,0,1.4204455404547482e+18,LABEL_1,0.98,1
3001,0,1.4642985682028216e+18,LABEL_0,0.99,0
2564,0,1.2522058093307208e+18,LABEL_0,0.85,0
366,0,1.4869767055122268e+18,LABEL_0,0.96,0
2104,0,1.4566433903392276e+18,LABEL_0,0.6,0
29,0,1.473195923148841e+18,LABEL_1,0.63,1
2830,0,1.4754159494865633e+18,LABEL_0,0.99,0
22,1,1.4543171357198008e+18,LABEL_0,0.94,0
1352,0,1.316058837821141e+18,LABEL_0,0.95,0
1149,0,1.2396493638210273e+18,LABEL_0,1.0,0
2697,1,1.4616576527532237e+18,LABEL_0,0.92,0
3093,0,1.4880296428082545e+18,LABEL_0,1.0,0
695,1,1.3387394499754803e+18,LABEL_0,0.96,0
1261,0,1.3262347339409695e+18,LABEL_1,0.61,1
700,1,1.376058503819899e+18,LABEL_1,0.89,1
420,1,1.4217292232035942e+18,LABEL_0,0.86,0
682,0,1.2425242510491156e+18,LABEL_0,1.0,0
3138,0,1.3029830037491302e+18,LABEL_1,0.84,1
460,1,1.3624480620026593e+18,LABEL_0,0.77,0
43,1,1.4809539858593055e+18,LABEL_0,0.92,0
87,0,1.3150197233111409e+18,LABEL_0,1.0,0
2178,0,1.4801596112525312e+18,LABEL_0,0.96,0
2402,0,1.361699030968e+18,LABEL_0,0.9,0
1655,0,1.436000262750081e+18,LABEL_0,0.99,0
561,1,1.240728585385775e+18,LABEL_0,0.85,0
282,0,1.315866012605186e+18,LABEL_0,0.99,0
2677,0,1.2359498532277862e+18,LABEL_0,1.0,0
1945,0,1.3287627575928668e+18,LABEL_0,0.78,0
3081,1,1.3805656907809423e+18,LABEL_0,0.9,0
3225,0,1.315042550324097e+18,LABEL_0,0.99,0
1057,0,1.24635027203883e+18,LABEL_0,0.89,0
465,0,1.4332908864404357e+18,LABEL_0,1.0,0
2626,0,1.2555789108903526e+18,LABEL_0,0.99,0
1437,0,1.33337098913305e+18,LABEL_0,0.99,0
533,1,1.2369152672817848e+18,LABEL_0,0.96,0
2876,1,1.4563167685075313e+18,LABEL_1,0.74,1
2841,0,1.4208910787946988e+18,LABEL_0,0.93,0
2490,0,1.295262861615407e+18,LABEL_0,1.0,0
3240,0,1.3993008718595768e+18,LABEL_0,0.99,0
2670,1,1.466134415013204e+18,LABEL_1,0.54,1
2706,0,1.251897164973908e+18,LABEL_0,0.96,0
1336,0,1.3355832056893235e+18,LABEL_1,0.86,1
2401,1,1.3857011835331912e+18,LABEL_1,0.97,1
1071,0,1.4387734117198807e+18,LABEL_0,0.99,0
3347,0,1.4867815457215734e+18,LABEL_0,0.86,0
1192,0,1.2402650218689083e+18,LABEL_0,1.0,0
2183,0,1.257234445939114e+18,LABEL_0,0.99,0
1204,0,1.3655858833579213e+18,LABEL_0,0.99,0
637,0,1.4846085398050284e+18,LABEL_0,1.0,0
1032,0,1.2580120702279148e+18,LABEL_0,0.99,0
1232,0,1.4592239461680906e+18,LABEL_0,0.86,0
887,0,1.3476369392231588e+18,LABEL_0,0.67,0
1511,0,1.4482287910593208e+18,LABEL_0,1.0,0
2898,0,1.2952688733531668e+18,LABEL_0,1.0,0
3265,0,1.3421137963709358e+18,LABEL_0,0.91,0
2589,0,1.2411385881310495e+18,LABEL_0,0.99,0
